Time;HeadPosition_X;HeadPosition_Y;HeadPosition_Z;HeadRotation_X;HeadRotation_Y;HeadRotation_Z;EyeConfidanceLeft;EyeRotationLeft_X;EyeRotationLeft_Y;EyeConfidanceRight;EyeRotationRight_X;EyeRotationRight_Y;HandPositionLeft_X;HandPositionLeft_Y;HandPositionLeft_Z;HandRotationLeft_X;HandRotationLeft_Y;HandRotationLeft_Z;HandPositionRight_X;HandPositionRight_Y;HandPositionRight_Z;HandRotationRight_X;HandRotationRight_Y;HandRotationRight_Z;ExpressionConfidanceUpperFace;ExpressionConfidanceLowerFace;BrowLowererL;BrowLowererR;CheekPuffL;CheekPuffR;CheekRaiserL;CheekRaiserR;CheekSuckL;CheekSuckR;ChinRaiserB;ChinRaiserT;DimplerL;DimplerR;EyesClosedL;EyesClosedR;EyesLookDownL;EyesLookDownR;EyesLookLeftL;EyesLookLeftR;EyesLookRightL;EyesLookRightR;EyesLookUpL;EyesLookUpR;InnerBrowRaiserL;InnerBrowRaiserR;JawDrop;JawSidewaysLeft;JawSidewaysRight;JawThrust;LidTightenerL;LidTightenerR;LipCornerDepressorL;LipCornerDepressorR;LipCornerPullerL;LipCornerPullerR;LipFunnelerLB;LipFunnelerLT;LipFunnelerRB;LipFunnelerRT;LipPressorL;LipPressorR;LipPuckerL;LipPuckerR;LipStretcherL;LipStretcherR;LipSuckLB;LipSuckLT;LipSuckRB;LipSuckRT;LipTightenerL;LipTightenerR;LipsToward;LowerLipDepressorL;LowerLipDepressorR;MouthLeft;MouthRight;NoseWrinklerL;NoseWrinklerR;OuterBrowRaiserL;OuterBrowRaiserR;UpperLidRaiserL;UpperLidRaiserR;UpperLipRaiserL;UpperLipRaiserR
14.26521;-0.01133097;1.261937;-0.02006874;339.7073;18.9106;0.1013847;0.9980469;29.16702;352.3841;0.9980469;29.11627;351.5397;0;0;0;0;0;0;0.3265793;0.8374598;0.01290079;331.1551;285.3999;31.27782;1;1;0.1953454;0.2138564;4.778151E-12;1.377394E-10;0.04682225;0.03770709;1.112364E-21;0;0.02872796;0.009391332;0;1.591944E-15;0.995549;0.995549;0.002942476;0.002936346;0.2072573;0.2302272;0;0;0;0;0.1171439;0.1102656;0.0001376101;0.009803947;0.04372752;3.610605E-08;0.009023921;0.001159672;0.01019521;9.294457E-05;5.990742E-09;6.831898E-12;0;4.951566E-14;6.199383E-14;3.438225E-14;0;0;0.05962774;0.07426463;3.262105E-13;2.318918E-14;0.1060547;0.1203314;0.09619518;0.1005334;0.008977992;0.009020847;0.01612853;1.597141E-17;0;0.009762785;0.004730961;0.03304812;0.03331022;0.09034684;0.04702084;5.184804E-44;2.731131E-42;0.01345665;0.01246463
14.31871;-0.01492404;1.261276;-0.0180057;339.8243;16.26303;359.5207;0.9980469;29.20271;352.3728;0.9980469;29.15185;351.5281;0;0;0;0;0;0;0.3268035;0.8388634;0.01389413;331.2706;286.3372;30.25263;1;1;0.1939904;0.211584;2.373302E-12;6.840687E-11;0.04175095;0.03408328;5.525275E-22;0;0.03321961;0.009850054;0;7.90742E-16;0.995549;0.995549;0.002942476;0.002936346;0.2072573;0.2302272;0;0;0;0;0.1135463;0.1081168;5.611554E-05;0.009964234;0.03635111;1.784024E-08;0.009605479;0.003371288;0.01013262;3.905094E-05;2.975059E-09;3.393455E-12;0;2.459511E-14;3.079323E-14;1.707813E-14;0;0;0.0866221;0.08942313;1.620331E-13;1.15184E-14;0.1163405;0.1274026;0.1060801;0.1094682;0.009597636;0.009620698;0.01550866;7.933234E-18;0;0.009931844;0.0012357;0.03109873;0.03114895;0.08818392;0.04593831;2.522337E-44;1.356457E-42;0.01127516;0.01284251
14.37235;-0.01750913;1.26072;-0.01693886;339.7121;14.23306;359.0976;0.9980469;29.24286;353.1431;0.9980469;29.16741;351.8014;0;0;0;0;0;0;0.3294817;0.8382428;0.01253431;330.3;289.9982;25.82108;1;1;0.1935284;0.2135739;1.672636E-12;4.820907E-11;0.04106007;0.03621681;3.894104E-22;0;0.03170346;0.00994218;0;5.572992E-16;0.9955483;0.9955483;0.002946189;0.002937028;0.1875792;0.2240549;0;0;0;0;0.1130453;0.1086138;3.670041E-05;0.01000455;0.03345255;1.254869E-08;0.009758986;0.002082641;0.01011697;2.583373E-05;2.096596E-09;2.391627E-12;0;1.733413E-14;2.170245E-14;1.203631E-14;0;0;0.08285746;0.09031895;1.141975E-13;8.117941E-15;0.1140618;0.1296656;0.1040132;0.1103146;0.009756926;0.009773525;0.01537051;5.591185E-18;0;0.01541879;0.0006782522;0.03074638;0.03076906;0.08652934;0.04468284;1.821688E-44;9.556856E-43;0.01082128;0.01156854
14.4299;-0.01861083;1.26075;-0.01630795;339.887;13.63059;359.0308;0.9980469;29.26918;354.3811;0.9980469;29.23086;353.5322;0;0;0;0;0;0;0.3263982;0.8393841;0.01534735;330.38;291.3781;24.17999;1;1;0.1945232;0.2128412;8.308128E-13;2.394426E-11;0.04055711;0.03588197;1.93427E-22;0;0.03066046;0.01002874;0;2.768203E-16;0.9955388;0.9955388;0.002951163;0.002946539;0.15267;0.1757464;0;0;0;0;0.1098472;0.1055356;1.626714E-05;0.006797269;0.04309564;6.214629E-09;0.004702174;0.005690383;0.01009997;0.005218847;1.041292E-09;1.187954E-12;0;8.610161E-15;1.077999E-14;5.978642E-15;0;0;0.067989;0.08323045;5.672384E-14;4.032324E-15;0.1092104;0.1208944;0.1020945;0.1052421;0.00993323;0.009941678;0.01606631;2.777241E-18;0;0.0124098;0.004862045;0.03043765;0.03044228;0.07790465;0.04303483;8.407791E-45;4.750402E-43;0.01038471;0.0105693
14.48404;-0.01919624;1.260284;-0.01584273;340.1739;13.57645;358.8976;0.9980469;29.27284;354.4982;0.9980469;29.23527;353.649;0;0;0;0;0;0;0.3252008;0.839921;0.01362513;330.5997;292.5572;22.61984;1;1;0.1913573;0.2066109;5.855391E-13;1.687498E-11;0.04046694;0.03751327;1.363242E-22;0;0.02607604;0.01004883;0;1.950984E-16;0.9955382;0.9955382;0.002951629;0.002947092;0.1494883;0.1725701;0;0;0;0;0.1078056;0.1045469;1.098293E-05;0.007984557;0.04727117;4.375089E-09;0.006659319;0.003437516;0.01009545;0.003272372;7.338523E-10;8.372474E-13;0;6.068297E-15;7.597553E-15;4.213645E-15;0;0;0.06504136;0.06978339;3.9978E-14;2.841915E-15;0.105363;0.1162604;0.09643644;0.1038686;0.009980982;0.009986978;0.01573918;1.957353E-18;0;0.01164476;0.002746612;0.03037072;0.03037274;0.07841098;0.04248859;5.605194E-45;3.349103E-43;0.01028102;0.01037568
14.54;-0.0192566;1.25992;-0.01564635;340.5138;13.91043;358.8801;0.9980469;29.20683;352.4919;0.9980469;29.15671;351.6469;0;0;0;0;0;0;0.3263944;0.839449;0.01373104;330.6651;293.4996;21.6983;1;1;0.1932486;0.2017829;2.908443E-13;8.381684E-12;0.0474785;0.03642751;0.00535547;0;0.02224195;0.004917609;0;9.690869E-17;0.9955484;0.9955484;0.002943027;0.002936985;0.2040207;0.2269977;0;0;0;0;0.1108996;0.1032049;5.111119E-06;0.009187249;0.07457394;2.169526E-09;0.008629399;0.008227073;0.01537338;0.008269615;3.644923E-10;4.158732E-13;0;3.014225E-15;3.773834E-15;2.092988E-15;0;0;0.06229557;0.0624347;1.985774E-14;1.411628E-15;0.1023333;0.1194324;0.09241527;0.1022954;0.01003568;0.01003869;0.01743502;9.722506E-19;0;0.01080414;0.00783238;0.03769638;0.03767131;0.07915582;0.04173047;2.802597E-45;1.653532E-43;0.01017212;0.01019803
14.5961;-0.01887273;1.25983;-0.0156339;340.5483;14.23729;358.835;0.9980469;29.21158;352.623;0.9980469;29.16075;351.753;0;0;0;0;0;0;0.3269175;0.8403921;0.01489161;330.8002;294.2821;20.49372;1;1;0.1943965;0.2085727;1.444652E-13;4.163155E-12;0.04941401;0.03880088;0.002282778;0;0.0209768;0.008058565;0;4.813582E-17;0.9955478;0.9955478;0.002943651;0.002937523;0.2004563;0.2241137;0;0;0;0;0.1109134;0.1023849;2.42754E-06;0.009683368;0.07687416;1.076392E-09;0.00943631;0.002696122;0.01682842;0.009508084;1.810397E-10;2.06569E-13;0;1.497204E-15;1.874512E-15;1.039614E-15;0;0;0.06126658;0.06101879;9.863592E-15;7.011739E-16;0.1014037;0.1204281;0.09132831;0.1048372;0.01006152;0.01006302;0.01854375;4.829296E-19;0;0.01042462;0.006809553;0.03950386;0.03276591;0.07965145;0.04125597;1.401298E-45;8.127531E-44;0.01012533;0.01013262
14.652;-0.01853575;1.259329;-0.01566652;340.7686;14.55326;358.7307;0.9980469;29.22058;352.8612;0.9980469;29.17105;351.9866;0;0;0;0;0;0;0.3260663;0.841076;0.01480454;330.6185;295.5657;18.91121;1;1;0.2026793;0.2117008;1.018162E-13;2.934081E-12;0.04980741;0.03934779;0.001518487;0;0.02068867;0.008779583;0;3.392526E-17;0.9955478;0.9955478;0.002943651;0.002937523;0.2004563;0.2241137;0;0;0;0;0.1109186;0.1041997;0.005302649;0.009813004;0.06542522;7.582953E-10;0.009646256;0.006168663;0.01841784;0.009742755;1.275914E-10;1.45586E-13;0;1.055203E-15;1.321123E-15;7.327012E-16;0;0;0.06101294;0.06079184;6.951681E-15;4.941748E-16;0.1012015;0.1157487;0.09111036;0.1034988;0.01006883;0.01006989;0.01915467;3.403601E-19;0;0.01031998;0.008179442;0.03984535;0.03637027;0.07439054;0.04108711;1.401298E-45;5.745324E-44;0.01011281;0.01011668
14.70732;-0.01825412;1.258814;-0.01553387;340.9519;14.71865;358.7;0.9980469;29.21594;352.7281;0.9980469;29.16731;351.8825;0;0;0;0;0;0;0.3276617;0.8399973;0.01394784;331.0234;295.6798;18.24366;1;1;0.2042504;0.2111061;5.057341E-14;1.457374E-12;0.05017998;0.03991079;0.0006907734;0;0.02343624;0.009519949;0;1.685118E-17;0.995547;0.995547;0.002944207;0.002938341;0.1976002;0.220591;0;0;0;0;0.1127777;0.1046374;0.002207621;0.004728606;0.04831996;3.764115E-10;0.009880486;0.002092398;0.01962212;0.009954901;6.337485E-11;7.231457E-14;0;5.241346E-16;6.56221E-16;3.639434E-16;0;0;0.0607399;0.06684063;3.453001E-15;2.454639E-16;0.1010013;0.1145493;0.0909058;0.1020548;0.01007745;0.01007798;0.01975161;1.690619E-19;0;0.01019871;0.002406506;0.04015348;0.03909943;0.07653577;0.04258661;1.401298E-45;2.802597E-44;0.01009857;0.01009963
14.76336;-0.01750037;1.258611;-0.01539171;341.0974;15.04519;358.6724;0.9980469;29.23871;353.3359;0.9980469;29.17857;352.2217;0;0;0;0;0;0;0.3279386;0.8392028;0.01493194;332.0054;295.2268;18.67902;1;1;0.2010763;0.210785;2.51205E-14;7.238903E-13;0.05032231;0.04014728;0.0003229664;0;0.02837807;0.009830057;0;8.370232E-18;0.9955454;0.9955454;0.002947132;0.002939878;0.1810768;0.2113711;0;0;0;0;0.1121729;0.1053654;0.0009702495;0.007886719;0.05303196;1.86886E-10;0.009988002;0.0007945953;0.01737564;0.01003167;3.147867E-11;3.591969E-14;0;2.603454E-16;3.259548E-16;1.807761E-16;0;0;0.06061937;0.06244327;1.715157E-15;1.219256E-16;0.09710496;0.1164883;0.09592544;0.1014158;0.01008165;0.01008191;0.01998799;8.397558E-20;0;0.01014072;0.007660492;0.04026473;0.03733737;0.08045302;0.04182785;1.401298E-45;1.401298E-44;0.0100919;0.01009217
14.81885;-0.01703596;1.258215;-0.01524512;341.3891;15.16055;358.5695;0.9980469;29.21595;352.7281;0.9980469;29.16731;351.8825;0;0;0;0;0;0;0.3271502;0.8403738;0.01419204;332.0628;295.358;18.03099;1;1;0.2011939;0.213315;1.770435E-14;5.101792E-13;0.04521248;0.04020976;0.0002225021;0;0.02920344;0.009911837;0;5.899151E-18;0.9955454;0.9955454;0.002947132;0.002939878;0.1810768;0.2113711;0;0;0;0;0.1119525;0.1064953;0.0006529639;0.008643906;0.05673793;1.316912E-10;0.004734873;0.0005056115;0.01853591;0.01005019;2.218531E-11;2.531538E-14;0;1.834856E-16;2.297256E-16;1.274069E-16;0;0;0.06058657;0.06164061;1.208804E-15;8.593043E-17;0.09828019;0.1183957;0.0939353;0.1012416;0.01008286;0.01008304;0.0179783;5.91841E-20;0;0.01012419;0.004113908;0.04029153;0.03858502;0.07499465;0.04155584;1.401298E-45;9.809089E-45;0.01009002;0.01009014
14.87504;-0.01646048;1.257684;-0.01505954;341.7285;15.26933;358.5349;0.9980469;29.20215;352.3848;0.9980469;29.15008;351.5193;0;0;0;0;0;0;0.328207;0.8396322;0.0147807;332.1455;296.1939;16.76254;1;1;0.1975403;0.2086315;8.793982E-15;2.534113E-13;0.04837622;0.04028015;0.0001067785;0;0.04549329;0.01000389;0;2.930191E-18;0.9955491;0.9955491;0.002942436;0.002936156;0.2069314;0.2304666;0;0;0;0;0.1092676;0.1060243;0.0003023787;0.009444163;0.05724423;6.539638E-11;0.007855191;0.0002148254;0.01956197;0.01006985;1.101964E-11;1.257449E-14;0;9.113985E-17;1.141079E-16;6.328478E-17;0;0;0.06054889;0.06093274;6.004297E-16;4.268284E-17;0.0996263;0.1200609;0.09204279;0.1062866;0.0100843;0.01008439;0.01868702;2.939756E-20;0;0.01010461;0.008102892;0.04031994;0.03492598;0.07202321;0.04289695;1.401298E-45;5.605194E-45;0.01008782;0.01008783
14.93057;-0.01579872;1.257232;-0.01466098;341.9413;15.38608;358.4506;0.9980469;29.24534;353.5758;0.9980469;29.19976;352.6875;0;0;0;0;0;0;0.329115;0.8385248;0.01463061;332.2776;297.1143;15.70074;1;1;0.1969618;0.203168;4.368082E-15;1.258721E-13;0.04956179;0.04031282;5.180083E-05;0;0.04754936;0.01004655;0;1.455464E-18;0.9955428;0.9955428;0.002948035;0.002942535;0.1745558;0.1987074;0;0;0;0;0.1098134;0.1077721;0.0001431291;0.00979033;0.05728374;3.247766E-11;0.009104523;9.577283E-05;0.0199238;0.01007839;5.473564E-12;6.245912E-15;0;4.527036E-17;5.66789E-17;3.143439E-17;0;0;0.07356473;0.07333498;2.982414E-16;2.120113E-17;0.100262;0.117805;0.09131641;0.1076618;0.01008501;0.01008506;0.01867692;1.460216E-20;0;0.01009502;0.00459077;0.04033228;0.03842752;0.07167273;0.042037;1.401298E-45;2.802597E-45;0.01008674;0.01008673
14.98628;-0.01483386;1.256792;-0.01422117;342.1392;15.69631;358.2795;0.9980469;29.24533;353.5758;0.9980469;29.19976;352.6875;0;0;0;0;0;0;0.3288414;0.840202;0.01486289;332.585;296.2971;16.22194;1;1;0.195884;0.200362;3.078518E-15;8.871147E-14;0.04985403;0.04032197;3.618637E-05;0;0.04922811;0.01005849;0;1.025776E-18;0.9955428;0.9955428;0.002948035;0.002942535;0.1745558;0.1987074;0;0;0;0;0.1100138;0.1063245;9.906547E-05;0.00988339;0.05436179;2.2888E-11;0.009425162;6.480394E-05;0.0200097;0.01008069;3.857626E-12;4.401968E-15;0;3.190546E-17;3.994593E-17;2.21542E-17;0;0;0.06828541;0.07772761;2.101933E-16;1.494205E-17;0.1004419;0.1190619;0.09113471;0.1050064;0.01008522;0.01008525;0.01919031;1.029125E-20;0;0.01009226;0.002486106;0.0403356;0.03447878;0.06897537;0.04172784;1.401298E-45;1.401298E-45;0.01008643;0.01008642
15.04307;-0.01379117;1.256136;-0.0137519;342.46;15.95514;358.1242;0.9980469;29.23997;353.3348;0.9980469;29.16616;351.989;0;0;0;0;0;0;0.3289396;0.8409467;0.01444572;332.6717;297.4077;15.43563;1;1;0.1964286;0.1968452;1.529144E-15;4.406415E-14;0.0501686;0.03501025;1.773542E-05;0;0.04851962;0.01546236;0;5.09518E-19;0.995547;0.995547;0.002947258;0.002938355;0.181107;0.2176998;0;0;0;0;0.1103127;0.1043494;4.787806E-05;0.009989468;0.04763024;1.13677E-11;0.00977966;3.025914E-05;0.02009989;0.01008332;1.916132E-12;2.186521E-15;0;1.584791E-17;1.984172E-17;1.100431E-17;0;0;0.07490633;0.08008693;1.044061E-16;7.421932E-18;0.100654;0.1261579;0.0961182;0.1071594;0.01008547;0.01008548;0.01770518;5.111814E-21;0;0.01008895;0.0008196324;0.04033939;0.03595942;0.06558302;0.04127361;1.401298E-45;1.401298E-45;0.01008607;0.01541959
